序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
1179807,接收,13:39:22.977.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 80 00 12 05 32 ,
1179808,接收,13:39:22.993.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 84 00 12 05 32 ,
1179809,接收,13:39:22.993.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 89 00 12 05 32 ,
1179810,接收,13:39:23.008.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8A 00 12 05 32 ,
1179811,接收,13:39:23.009.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 87 00 12 05 32 ,
1179812,接收,13:39:23.022.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 83 00 12 05 32 ,
1179813,接收,13:39:23.038.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 83 00 12 05 32 ,
1179814,接收,13:39:23.039.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 84 00 12 05 32 ,
1179815,接收,13:39:23.053.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 88 00 12 05 32 ,
1179816,接收,13:39:23.067.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 8B 00 12 05 32 ,
1179817,接收,13:39:23.067.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 90 00 12 05 32 ,
1179818,接收,13:39:23.083.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 92 00 12 05 32 ,
1179819,接收,13:39:23.099.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 96 00 12 05 32 ,
1179820,接收,13:39:23.099.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 96 00 12 05 32 ,
1179821,接收,13:39:23.115.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 93 00 12 05 32 ,
1179822,接收,13:39:23.130.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 93 00 12 05 32 ,
1179823,接收,13:39:23.130.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 96 00 12 05 32 ,
1179824,接收,13:39:23.146.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 9B 00 12 05 32 ,
1179825,接收,13:39:23.162.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 9F 00 12 05 32 ,
1179826,接收,13:39:23.162.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 A6 00 12 05 32 ,
1179827,接收,13:39:23.176.0,0x000003c2,标准帧,数据帧,0x08,7F FF 81 AC 00 12 05 32 ,
